Name_of_Saint,birth_year,death_year,veneration_year,beatified_year,canonized_year,gender_female,gender_male,gender_unknown,place_of_birth_ ,place_of_birth_  ,place_of_birth_   ,place_of_birth_    ,place_of_birth_     ,place_of_birth_      ,place_of_birth_       ,place_of_birth_        ,place_of_birth_         ,place_of_birth_          ,place_of_birth_           ,place_of_birth_            ,place_of_birth_             ,place_of_birth_              ,place_of_birth_               ,place_of_birth_                ,place_of_birth_                 ,place_of_birth_                  ,place_of_birth_                   ,place_of_birth_                    ,place_of_birth_                     ,place_of_birth_                      ,place_of_birth_                       ,place_of_birth_                        ,place_of_birth_                         ,place_of_birth_                          ,place_of_birth_                           ,place_of_birth_                            ,place_of_birth_                             ,place_of_birth_                              ,place_of_birth_                               ,place_of_birth_                                ,place_of_birth_                                 ,place_of_birth_                                  ,place_of_birth_                                   ,place_of_birth_                                    ,place_of_birth_                                     ,place_of_birth_                                      ,place_of_birth_                                       ,place_of_birth_                                        ,place_of_birth_                                         ,place_of_birth_                                          ,place_of_birth_                                            ,place_of_birth_                                             ,place_of_birth_                                              ,place_of_birth_                                               ,place_of_birth_                                                 ,place_of_birth_                                                  ,place_of_birth_                                                   ,place_of_birth_                                                    ,place_of_birth_                                                     ,place_of_birth_                                                      ,place_of_birth_                                                       ,place_of_birth_                                                        ,place_of_birth_                                                         ,place_of_birth_                                                          ,place_of_birth_                                                           ,place_of_birth_                                                              ,place_of_birth_                                                               ,place_of_birth_                                                                ,place_of_birth_                                                                 ,place_of_birth_                                                                  ,place_of_birth_                                                                    ,place_of_birth_                                                                      ,place_of_birth_                                                                        ,place_of_birth_                                                                         ,place_of_birth_                                                                            ,place_of_birth_                                                                             ,place_of_birth_                                                                              ,place_of_birth_                                                                                 ,place_of_birth_                                                                                   ,place_of_birth_                                                                                     ,place_of_birth_                                                                                          ,place_of_birth_                                                                                           ,place_of_birth_                                                                                              ,place_of_birth_                                                                                                   ,place_of_birth_                                                                                                               ,place_of_birth_                                                                                                                   ,place_of_birth_                                                                                                                    ,place_of_birth_                                                                                                                     ,place_of_birth_                                                                                                                             ,place_of_birth_                                                                                                                                ,place_of_birth_                                                                                                                                   ,place_of_birth_                                                                                                                                    ,place_of_birth_                                                                                                                                        ,place_of_birth_                                                                                                                                                                                                     ,place_of_birth_                                                                                                                                                                                                                       ,place_of_birth_                                                                                                                                                                                                                          ,place_of_birth_                                                                                                                                                                                                                                                                                                 ,place_of_birth_Berry,place_of_birth_Buganda,place_of_birth_Flanders,place_of_birth_France,place_of_birth_Greece,place_of_birth_Japan,place_of_birth_Japanese,place_of_birth_Korean,place_of_birth_Lithuania,place_of_birth_Netherlands,place_of_birth_Norway,place_of_birth_Spain,place_of_birth_Spanish,place_of_birth_Uganda,place_of_birth_Vietnam,place_of_birth_the Netherlands,place_of_birth_nan,country_Albania,country_Argentina,country_Arnold of Arnoldsweiler,country_Australia,country_Austria,country_Belarus,country_Belgium,country_Bohemia,country_Brazil,country_Brittany,country_Canada,country_Castile,country_Chile,country_China,country_Croatia,country_Czech Republic,country_Denmark,country_Ecuador,country_England,country_English,country_France,country_Germany,country_Hungary,country_Iceland,country_India,country_Ireland,country_Italy,country_Japan,country_Japanese,country_Korea,country_Lebanon,country_Lithuania,country_Malta,country_Mexico,country_Navarre,country_Netherlands,country_Nicholas of Myra,country_North Africa,country_Palestine,country_Paraguay,country_Peru,country_Peter the Apostle,country_Philippines,country_Poland,country_Portgual,country_Portugal,country_Russia,country_Scotland,country_Sicily,country_South Korea,country_Spain,country_Spanish,country_Sudan,country_Sweden,country_Switzerland,country_Tuscany,country_USA,country_Uganda,country_Ugandan,country_Ukraine,country_Valladolid,country_Vietnam,country_Vietnamese,country_Wales,country_childbirth,country_confirmation name,country_father,country_hermit,country_mother,country_the Netherlands,country_nan,"death_place_at Monte Sennario, Italy of natural causes",death_place_martyred in various ways and in various locations in Vietnam,death_place_murdered for defending the ecclesiastical rights of the abbey,death_place_nan,death_country_Algeria,death_country_Anne of Saint Bartholomew,death_country_Argentina,death_country_Ascension,death_country_Ascension of the Lord,death_country_Austria,death_country_Belarus,death_country_Belgium,death_country_Bohemia,death_country_Brazil,death_country_California,death_country_Canada,death_country_China,death_country_Colombia,death_country_Czech Republic,death_country_Denmark,death_country_Ecuador,death_country_Edigio,death_country_England,death_country_Finland,death_country_France,death_country_Germany,death_country_God,death_country_Guam,death_country_Guatemala,death_country_Hungary,death_country_Iceland,death_country_India,death_country_Iona Abbey,death_country_Ireland,death_country_Italy,death_country_Japan,death_country_Jerusalem,death_country_Korea,death_country_Lebanon,death_country_Malta,death_country_Mass,death_country_Mexico,death_country_Mexico<,death_country_Missouri,death_country_Moravia,death_country_Morocco,death_country_Netherlands,death_country_New York,death_country_Pennsylvania,death_country_Peru,death_country_Poland,death_country_Portugal,death_country_Russia,death_country_Scotland,death_country_Sicily,death_country_South Korea,death_country_Spain,death_country_Sri Lanka,death_country_Sudan,death_country_Switzerland,death_country_Tunisia,death_country_USA,death_country_Uganda,death_country_Ukraine,death_country_Viet Nam,death_country_Vietnam,death_country_Wales,death_country_abbey,death_country_abuse,death_country_altar,death_country_angina pectoris,death_country_axed to death,death_country_beaten to death with clubs,death_country_beheaded,death_country_buried,death_country_cancer,death_country_chapel,death_country_child birth,death_country_children,death_country_cholera,death_country_crucifix,death_country_crushed,death_country_diabetic,death_country_died,death_country_drown,death_country_drowning,death_country_fever,death_country_heart,death_country_heart attack,death_country_illness,death_country_influenza,death_country_kidney disease,death_country_kidney stones,death_country_leg wound,death_country_leprosy,death_country_malaria,death_country_mission,death_country_missionary,death_country_monastery,death_country_monks,death_country_patients,death_country_plague,death_country_plague epidemic,death_country_pneumonia,death_country_prayer,death_country_preaching,death_country_sick,death_country_stabbed in the throat,death_country_strangled,death_country_stroke,death_country_strokes,death_country_torture,death_country_tortured,death_country_tortured to death,death_country_tuberculosis,death_country_typhus,death_country_nan,vocation_laity,vocation_nun,vocation_priest,Venerated_by_pope-benedict-xiv,Venerated_by_pope-benedict-xv,Venerated_by_pope-blessed-pius-ix,Venerated_by_pope-clement-xii,Venerated_by_pope-clement-xiii,Venerated_by_pope-clement-xiv,Venerated_by_pope-leo-xii,Venerated_by_pope-leo-xiii,Venerated_by_pope-paul-vi,Venerated_by_pope-pius-ix,Venerated_by_pope-pius-vi,Venerated_by_pope-pius-vii,Venerated_by_pope-pius-xi,Venerated_by_pope-pius-xii,Venerated_by_pope-saint-john-paul-ii,Venerated_by_pope-saint-john-xxiii,Venerated_by_pope-saint-paul-vi,Venerated_by_pope-saint-pius-x,Venerated_by_pope-urban-viii,Venerated_by_pope-venerable-pius-xii,Venerated_by_nan,beatified_by_pope-alexander-vii,beatified_by_pope-benedict-xiii,beatified_by_pope-benedict-xiv,beatified_by_pope-benedict-xv,beatified_by_pope-benedict-xvi,beatified_by_pope-blessed-pius-ix,beatified_by_pope-clement-ix,beatified_by_pope-clement-vii,beatified_by_pope-clement-viii,beatified_by_pope-clement-x,beatified_by_pope-clement-xi,beatified_by_pope-clement-xii,beatified_by_pope-clement-xiii,beatified_by_pope-clement-xiv,beatified_by_pope-eugene-iv,beatified_by_pope-gregory-xiii,beatified_by_pope-gregory-xv,beatified_by_pope-gregory-xvi,beatified_by_pope-innocent-iv,beatified_by_pope-innocent-x,beatified_by_pope-innocent-xiii,beatified_by_pope-john-xxii,beatified_by_pope-leo-xii,beatified_by_pope-leo-xiii,beatified_by_pope-nicholas-v,beatified_by_pope-paul-v,beatified_by_pope-paul-vi,beatified_by_pope-pio-xi,beatified_by_pope-pius-ix,beatified_by_pope-pius-vi,beatified_by_pope-pius-vii,beatified_by_pope-pius-xi,beatified_by_pope-pius-xii,beatified_by_pope-saint-john-paul-ii,beatified_by_pope-saint-john-xxiii,beatified_by_pope-saint-paul-vi,beatified_by_pope-saint-pius-x,beatified_by_pope-urban-viii,beatified_by_pope-venerable-pius-xii,beatified_by_nan,canonized_by_pope-adrian-iv,canonized_by_pope-adrian-vi,canonized_by_pope-alexander-ii,canonized_by_pope-alexander-iii,canonized_by_pope-alexander-iv,canonized_by_pope-alexander-vii,canonized_by_pope-alexander-viii,canonized_by_pope-benedict-vii,canonized_by_pope-benedict-xiii,canonized_by_pope-benedict-xiv,canonized_by_pope-benedict-xv,canonized_by_pope-benedict-xvi,canonized_by_pope-blessed-gregory-x,canonized_by_pope-blessed-pius-ix,canonized_by_pope-blessed-urban-ii,canonized_by_pope-blessed-victor-iii,canonized_by_pope-boniface-ix,canonized_by_pope-boniface-viii,canonized_by_pope-callistus-iii,canonized_by_pope-celestine-iii,canonized_by_pope-clement-ii,canonized_by_pope-clement-iii,canonized_by_pope-clement-iv,canonized_by_pope-clement-ix,canonized_by_pope-clement-v,canonized_by_pope-clement-vi,canonized_by_pope-clement-vii,canonized_by_pope-clement-viii,canonized_by_pope-clement-x,canonized_by_pope-clement-xi,canonized_by_pope-clement-xii,canonized_by_pope-clement-xiii,canonized_by_pope-eugene-iv,canonized_by_pope-francis,canonized_by_pope-gregory-XVI,canonized_by_pope-gregory-ix,canonized_by_pope-gregory-xiii,canonized_by_pope-gregory-xv,canonized_by_pope-gregory-xvi,canonized_by_pope-honorius-iii,canonized_by_pope-innocent-ii,canonized_by_pope-innocent-iii,canonized_by_pope-innocent-iv,canonized_by_pope-innocent-viii,canonized_by_pope-innocent-xi,canonized_by_pope-john-xix,canonized_by_pope-john-xv,canonized_by_pope-john-xxii,canonized_by_pope-leo-ix,canonized_by_pope-leo-vii,canonized_by_pope-leo-x,canonized_by_pope-leo-xii,canonized_by_pope-leo-xiii,canonized_by_pope-lucius-iii,canonized_by_pope-martin-iv,canonized_by_pope-nicholas-v,canonized_by_pope-paschal-ii,canonized_by_pope-paul-ii,canonized_by_pope-paul-iii,canonized_by_pope-paul-v,canonized_by_pope-paul-vi,canonized_by_pope-pius-ii,canonized_by_pope-pius-ix,canonized_by_pope-pius-vi,canonized_by_pope-pius-vii,canonized_by_pope-pius-viii,canonized_by_pope-pius-xi,canonized_by_pope-pius-xii,canonized_by_pope-saint-callistus-ii,canonized_by_pope-saint-gregory-vii,canonized_by_pope-saint-john-paul-ii,canonized_by_pope-saint-john-xxiii,canonized_by_pope-saint-leo-ix,canonized_by_pope-saint-paul-vi,canonized_by_pope-saint-pius-x,canonized_by_pope-sixtus-iv,canonized_by_pope-sixtus-v,canonized_by_pope-stephen-ii,canonized_by_pope-urban-ii,canonized_by_pope-urban-iv,canonized_by_pope-urban-v,canonized_by_pope-urban-vi,canonized_by_pope-urban-viii,canonized_by_pope-venerable-pius-xii,canonized_by_nan
Saint Francisca Salesia,0.9594172736732571,0.958437656484727,0.9870259481037923,0.9910447761194029,0.9848812095032398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint John of Ávila,0.7799167533818939,0.7856785177766649,0.8777445109780438,0.9422885572139303,0.9625629949604031,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Marius Aventicus,0.27575442247658694,0.2974461692538808,0.0,0.0,0.6997840172786178,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Saint Hugh of Lincoln,0.5905306971904267,0.600901352028042,0.0,0.0,0.42260619150467965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
